index,Brooklyn,Queens,Manhattan,Bronx,Staten Island
14914,17.8601,16.9673,17.8496,18.2361,
14915,17.8582,16.9711,17.8504,18.2349,
14916,17.8583,16.9726,17.8499,18.2334,
14917,17.8574,16.9728,17.8509,18.233,
14918,17.8566,16.9721,17.8497,18.2334,
14919,17.8594,16.9716,17.8499,18.2345,
14920,17.8598,16.9742,17.8523,18.235,
14921,17.8591,16.9712,17.8502,18.2358,
14922,17.859,16.9693,17.8489,18.2361,
14923,17.8599,16.9702,17.8492,18.2365,
14924,17.8594,16.97,17.8494,18.2372,
14925,17.8603,16.97,17.8512,18.2371,
14926,17.8601,16.9747,17.8521,18.2395,
14927,17.8601,16.9743,17.8538,18.2416,
14928,17.8627,16.9776,17.8528,18.2437,
14929,17.8643,16.9796,17.8532,18.2422,
14930,17.8669,16.9797,17.8533,18.2422,
14931,17.8674,16.9792,17.8534,18.2424,
14932,17.8683,16.9809,17.8535,18.2446,
14933,17.8672,16.9826,17.8535,18.2446,
14934,17.8657,16.982,17.854,18.2443,
14935,17.8655,16.9833,17.8537,18.2423,
14936,17.863,16.9837,17.8537,18.2404,
14937,17.8645,16.982,17.854,18.2381,
14938,17.8664,16.9818,17.8543,18.2368,
14939,17.8666,16.9826,17.8543,18.2368,
14940,17.8662,16.984,17.8536,18.2366,
14941,17.866,16.9847,17.8549,18.2385,
14942,17.866,16.9828,17.8561,18.2406,
14943,17.8671,16.9815,17.8582,18.2425,
14944,17.8668,16.9813,17.8635,18.2406,
14945,17.8651,16.9804,17.8638,18.2427,
14946,17.8651,16.9839,17.8621,18.2443,
14947,17.8642,16.9831,17.8628,18.2441,
14948,17.8635,16.9832,17.8622,18.2461,
14949,17.8619,16.9828,17.8616,18.2467,
14950,17.862,16.983,17.8614,18.2447,
14951,17.8582,16.9823,17.8624,18.2449,
14952,17.8546,16.9826,17.8624,18.247,
14953,17.8568,16.9811,17.8597,18.2497,
14954,17.8556,16.9814,17.8595,18.2523,
14955,17.8543,16.9796,17.8592,18.2519,
14956,17.8536,16.9797,17.8592,18.2508,
14957,17.854,16.9799,17.8594,18.2506,
14958,17.8543,16.9838,17.8579,18.2522,
14959,17.8545,16.9831,17.8569,18.254,
14960,17.854,16.9837,17.8574,18.2561,
14961,17.8526,16.9822,17.8575,18.254,
14962,17.8535,16.9824,17.8577,18.2558,
14963,17.8542,16.9815,17.859,18.2544,
14964,17.8531,16.9827,17.86,18.2541,
14965,17.8538,16.9841,17.861,18.2539,
14966,17.8564,16.9827,17.8611,18.2561,
14967,17.8549,16.9821,17.8617,18.2571,
14968,17.853,16.9861,17.8597,18.253,
14969,17.8526,16.9841,17.8601,18.2508,
14970,17.8558,16.9837,17.86,18.2493,
14971,17.8557,16.9839,17.8622,18.2483,
14972,17.8526,16.9839,17.8624,18.2494,
14973,17.8522,16.9818,17.8615,18.2488,
14974,17.8536,16.981,17.8617,18.2489,
14975,17.8536,16.9847,17.8619,18.251,
14976,17.856,16.9854,17.8592,18.251,
14977,17.8565,16.9838,17.8599,18.2525,
14978,17.8536,16.9856,17.8565,18.2515,
14979,17.8529,16.9856,17.8562,18.2494,
14980,17.8535,16.9828,17.8555,18.2475,
14981,17.8531,16.9844,17.8556,18.2484,
14982,17.8531,16.9849,17.8561,18.2458,
14983,17.8552,16.9854,17.8568,18.243,
14984,17.8553,16.9857,17.8537,18.2404,
14985,17.8545,16.9848,17.8509,18.2396,
14986,17.8549,16.9839,17.8529,18.2401,
14987,17.8552,16.9855,17.853,18.241,
14988,17.8552,16.9854,17.8509,18.2425,
14989,17.8559,16.984,17.8516,18.2436,
14990,17.8577,16.9838,17.8525,18.2439,
14991,17.8532,16.9834,17.8524,18.2446,
14992,17.8561,16.9841,17.8527,18.2459,
14993,17.8548,16.9839,17.8506,18.2459,
14994,17.8559,16.9816,17.849,18.2471,
14995,17.8578,16.9817,17.8455,18.2481,
14996,17.8584,16.9806,17.8458,18.2494,
14997,17.8592,16.9793,17.8459,18.2538,
14998,17.8614,16.979,17.8453,18.2557,
14999,17.86,16.9799,17.8463,18.2606,
15000,17.8611,16.9787,17.847,18.2606,
15001,17.8604,16.979,17.849,18.2602,
15002,17.8621,16.9792,17.8503,18.2605,
15003,17.8639,16.9801,17.8468,18.2625,
15004,17.864,16.9797,17.8499,18.2626,
15005,17.8642,16.9803,17.8495,18.2624,
15006,17.8655,16.9809,17.8486,18.2641,
15007,17.8647,16.9809,17.8467,18.2631,
15008,17.8649,16.9804,17.846,18.2678,
15009,17.8664,16.9807,17.8482,18.2683,
15010,17.8661,16.9833,17.8452,18.2682,
15011,17.8658,16.9821,17.8466,18.27,
15012,17.8655,16.9819,17.8444,18.2714,
15013,17.8657,16.9789,17.8445,18.2731,
15014,17.8656,16.9788,17.8429,18.2751,
15015,17.8613,16.9791,17.8426,18.2763,
15016,17.8628,16.9796,17.8395,18.2762,
15017,17.8622,16.9809,17.8398,18.2761,
15018,17.8624,16.9805,17.8389,18.2762,
15019,17.8615,16.9802,17.8374,18.2761,
15020,17.8631,16.9784,17.8377,18.2765,
15021,17.8621,16.9784,17.8363,18.2768,
15022,17.8621,16.9772,17.8374,18.2782,
15023,17.8611,16.9767,17.837,18.2781,
15024,17.8608,16.9762,17.8404,18.2782,
15025,17.8604,16.9755,17.8383,18.2795,
15026,17.8612,16.9766,17.8378,18.2823,
15027,17.8605,16.9776,17.8372,18.2825,
15028,17.8576,16.9793,17.8337,18.2829,
15029,17.858,16.9784,17.8348,18.2824,
15030,17.8583,16.9773,17.8381,18.2836,
15031,17.8597,16.9779,17.8348,18.2852,
15032,17.8593,16.9753,17.8382,18.2869,
15033,17.8601,16.9749,17.8357,18.2886,
15034,17.8555,16.9759,17.8357,18.2932,
15035,17.8556,16.9765,17.8351,18.2932,
15036,17.8547,16.9735,17.8361,18.2934,
15037,17.8542,16.9749,17.8328,18.2962,
15038,17.8553,16.9758,17.8299,18.2976,
15039,17.8561,16.9746,17.8294,18.2992,
15040,17.8529,16.9753,17.8287,18.3002,
15041,17.8531,16.9737,17.8268,18.299,
15042,17.852,16.9741,17.8271,18.2991,
15043,17.8527,16.9739,17.8233,18.3099,
15044,17.8518,16.9738,17.8185,18.3082,
15045,17.8531,16.9746,17.8163,18.3187,
15046,17.8525,16.9745,17.8183,18.3183,
15047,17.8533,16.9748,17.8182,18.3196,
15048,17.8535,16.9759,17.8144,18.3172,
15049,17.8495,16.9771,17.8147,18.3181,
15050,17.8495,16.9757,17.8179,18.3183,
15051,17.8494,16.9747,17.817,18.3295,
15052,17.851,16.9717,17.819,18.3292,
15053,17.85,16.9725,17.8195,18.3291,
15054,17.8503,16.9728,17.8162,18.3259,
15055,17.8506,16.9743,17.8124,18.3224,
15056,17.8506,16.9744,17.8133,18.323,
15057,17.8492,16.9719,17.8136,18.3239,
15058,17.8516,16.9742,17.8123,18.3199,
15059,17.8506,16.9758,17.8084,18.3205,
15060,17.8534,16.9774,17.8078,18.3181,
15061,17.8535,16.9784,17.803,18.3176,
15062,17.8533,16.9752,17.8024,18.3146,
15063,17.8515,16.973,17.8022,18.315,
15064,17.8515,16.9718,17.7994,18.3256,
15065,17.8507,16.97,17.8003,18.3328,
15066,17.8513,16.9684,17.7999,18.3337,
15067,17.8504,16.9691,17.799,18.3416,
15068,17.8494,16.9706,17.8001,18.3416,
15069,17.8484,16.9704,17.8032,18.3384,
15070,17.8491,16.9713,17.8014,18.3382,
15071,17.8478,16.9714,17.8008,18.3378,
15072,17.8476,16.9716,17.7996,18.3395,
15073,17.8461,16.9743,17.8013,18.3388,
15074,17.8454,16.9761,17.7997,18.3403,
15075,17.8456,16.9764,17.7994,18.3511,
15076,17.8462,16.9774,17.7985,18.3623,
15077,17.8459,16.9836,17.7968,18.3629,
15078,17.849,16.9851,17.7987,18.3633,
15079,17.849,16.9875,17.798,18.3633,
15080,17.848,16.9939,17.7965,18.3644,
15081,17.848,16.9951,17.8,18.3647,
15082,17.848,16.9949,17.7986,18.3651,
15083,17.8481,16.9967,17.7983,18.3648,
15084,17.8485,16.9968,17.7981,18.3661,
15085,17.8514,16.9966,17.798,18.3673,
15086,17.8524,17.0041,17.7979,18.3689,
15087,17.8525,17.0042,17.7963,18.3689,
15088,17.8527,17.0064,17.7966,18.3722,
15089,17.852,17.0064,17.7965,18.3721,
15090,17.8546,17.0071,17.7967,18.3723,
15091,17.8569,17.0097,17.7946,18.3832,
15092,17.8584,17.0118,17.7961,18.3948,
15093,17.8571,17.0181,17.7954,18.3944,
15094,17.857,17.0239,17.7936,18.3947,
15095,17.8591,17.0238,17.7917,18.4056,
15096,17.8573,17.0251,17.7912,18.4056,
15097,17.8595,17.0249,17.7916,18.4164,
15098,17.8617,17.0264,17.7889,18.4175,
15099,17.864,17.0268,17.7901,18.4173,
15100,17.8625,17.0266,17.7916,18.4166,
15101,17.8622,17.0264,17.7901,18.4157,
15102,17.8644,17.0274,17.7902,18.4156,
15103,17.8645,17.0263,17.79,18.4161,
15104,17.8667,17.0264,17.7875,18.4174,
15105,17.8671,17.0262,17.7888,18.4202,
15106,17.8672,17.026,17.788,18.4209,
15107,17.8715,17.0248,17.7866,18.4237,
15108,17.8747,17.0246,17.786,18.424,
15109,17.8773,17.0273,17.7867,18.4242,
15110,17.8815,17.0331,17.7886,18.4249,
15111,17.886,17.0329,17.789,18.4233,
15112,17.8852,17.0339,17.7897,18.4231,
15113,17.8851,17.0355,17.7921,18.4207,
15114,17.886,17.0369,17.7919,18.4205,
15115,17.8855,17.0372,17.7913,18.42,
15116,17.8877,17.0375,17.7906,18.4185,
15117,17.8876,17.0386,17.7905,18.4171,
15118,17.8886,17.0386,17.7892,18.4166,
15119,17.8907,17.0371,17.7897,18.4159,
15120,17.8909,17.0338,17.7897,18.4158,
15121,17.8908,17.0331,17.7893,18.4147,
15122,17.8951,17.0361,17.7886,18.4166,
15123,17.8953,17.0343,17.7896,18.4176,
15124,17.8958,17.0407,17.7886,18.4162,
15125,17.8953,17.0437,17.7878,18.4158,
15126,17.8996,17.0465,17.7878,18.4169,
15127,17.9009,17.0445,17.7887,18.4165,
15128,17.9053,17.0438,17.7875,18.4166,
15129,17.9057,17.0436,17.7858,18.4151,
15130,17.9059,17.0423,17.7857,18.4127,
15131,17.9066,17.0435,17.7846,18.4134,
15132,17.9072,17.0463,17.7835,18.4126,
15133,17.9074,17.0466,17.7807,18.4132,
15134,17.9079,17.0475,17.781,18.414,
15135,17.91,17.0475,17.7806,18.4118,
15136,17.913,17.0463,17.7817,18.4131,
15137,17.9156,17.0487,17.7816,18.4122,
15138,17.9157,17.0496,17.7822,18.4122,
15139,17.916,17.0499,17.7799,18.413,
15140,17.9165,17.0533,17.779,18.4131,
15141,17.9162,17.0551,17.7793,18.4138,
15142,17.9154,17.0524,17.7785,18.4132,
15143,17.9157,17.0541,17.7765,18.4178,
15144,17.9163,17.0568,17.7756,18.4178,
15145,17.9166,17.0595,17.7737,18.4223,
15146,17.9169,17.061,17.7736,18.4229,
15147,17.9169,17.0637,17.7741,18.4226,
15148,17.9147,17.0635,17.7731,18.4217,
15149,17.9159,17.0645,17.7719,18.4219,
15150,17.9166,17.0635,17.7716,18.422,
15151,17.917,17.0636,17.7721,18.4223,
15152,17.9182,17.064,17.7717,18.4226,
15153,17.9213,17.0667,17.7716,18.4229,
15154,17.9215,17.0671,17.7713,18.4261,
15155,17.9204,17.0667,17.7715,18.4287,
15156,17.921,17.0672,17.7686,18.4301,
15157,17.9203,17.067,17.7682,18.4297,
15158,17.918,17.0658,17.7674,18.4296,
15159,17.9173,17.062,17.7693,18.4294,
15160,17.918,17.0653,17.7672,18.4312,
15161,17.9174,17.067,17.7689,18.4316,
15162,17.9175,17.068,17.7665,18.4308,
15163,17.9159,17.0671,17.7671,18.4316,
15164,17.9173,17.0672,17.7668,18.4318,
15165,17.9196,17.0687,17.766,18.4322,
15166,17.9246,17.0686,17.764,18.4323,
15167,17.924,17.0727,17.764,18.4326,
15168,17.925,17.074,17.7626,18.4329,
15169,17.9251,17.0755,17.7625,18.4335,
15170,17.9263,17.0763,17.7625,18.4328,
15171,17.9268,17.0729,17.7647,18.4333,
15172,17.926,17.0734,17.7639,18.4332,
15173,17.9252,17.0756,17.764,18.4367,
15174,17.9266,17.0777,17.7635,18.4383,
15175,17.9249,17.077,17.7627,18.4395,
15176,17.9222,17.0771,17.7645,18.4403,
15177,17.9234,17.0805,17.765,18.44,
15178,17.9267,17.0804,17.7645,18.4418,
15179,17.9309,17.0803,17.7621,18.443,
15180,17.9301,17.0787,17.7621,18.4436,
15181,17.9343,17.0771,17.7621,18.443,
15182,17.938,17.0753,17.7642,18.4476,
15183,17.9354,17.0758,17.7658,18.4478,
15184,17.9339,17.0758,17.7637,18.449,
15185,17.9358,17.0795,17.7614,18.4489,
15186,17.9347,17.08,17.7622,18.4496,
15187,17.9353,17.08,17.761,18.45,
15188,17.9362,17.08,17.7587,18.452,
15189,17.9356,17.0767,17.759,18.4524,
15190,17.9358,17.0778,17.7563,18.4516,
15191,17.9352,17.0816,17.7559,18.4496,
15192,17.9348,17.0822,17.7549,18.4501,
15193,17.935,17.0839,17.756,18.4504,
15194,17.9356,17.0833,17.7568,18.4514,
15195,17.9339,17.0834,17.7572,18.4556,
15196,17.9341,17.0839,17.7565,18.4594,
15197,17.9352,17.0839,17.7521,18.4565,
15198,17.933,17.0877,17.7516,18.4554,
15199,17.9287,17.0877,17.7517,18.4599,
15200,17.9257,17.0891,17.7521,18.4564,
15201,17.9258,17.0892,17.7518,18.4587,
15202,17.9248,17.0895,17.7477,18.4576,
15203,17.9258,17.0888,17.7483,18.4562,
15204,17.9268,17.0893,17.7482,18.46,
15205,17.9241,17.0908,17.748,18.4596,
15206,17.9235,17.0916,17.7475,18.4567,
15207,17.9221,17.0881,17.7471,18.4555,
15208,17.921,17.086,17.7486,18.46,
15209,17.9203,17.0873,17.7484,18.4587,
15210,17.9203,17.0901,17.7486,18.4588,
15211,17.92,17.0905,17.7489,18.4659,
15212,17.9192,17.0904,17.7487,18.4663,
15213,17.9188,17.0906,17.7481,18.4667,
15214,17.918,17.0919,17.7439,18.4666,
15215,17.9169,17.0906,17.7406,18.4642,
15216,17.9149,17.0881,17.7404,18.465,
15217,17.9157,17.0902,17.7376,18.4688,
15218,17.9157,17.0901,17.7376,18.4744,
15219,17.9158,17.09,17.7372,18.4762,
15220,17.9141,17.0909,17.7365,18.4757,
15221,17.9152,17.0909,17.736,18.4772,
15222,17.9125,17.0922,17.7364,18.4784,
15223,17.9122,17.0948,17.7345,18.4829,
15224,17.9099,17.0957,17.7368,18.4836,
15225,17.911,17.098,17.7364,18.4837,
15226,17.9083,17.098,17.7362,18.4885,
15227,17.909,17.0996,17.7387,18.4873,
15228,17.9071,17.0996,17.7404,18.4869,
15229,17.907,17.0974,17.7364,18.4911,
15230,17.9043,17.098,17.7359,18.4917,
15231,17.9032,17.1003,17.7367,18.4929,
15232,17.9025,17.1025,17.737,18.4934,
15233,17.9033,17.1023,17.7386,18.4979,
15234,17.9041,17.1048,17.738,18.4973,
15235,17.9039,17.1044,17.7378,18.5047,
15236,17.9017,17.1044,17.7373,18.5088,
15237,17.9007,17.1022,17.7349,18.5083,
15238,17.8952,17.1031,17.7309,18.51,
15239,17.8956,17.1039,17.7318,18.5153,
15240,17.8955,17.1061,17.7299,18.5104,
15241,17.8909,17.1044,17.7315,18.5047,
15242,17.8908,17.1061,17.7308,18.499,
15243,17.8916,17.105,17.7304,18.4949,
15244,17.8902,17.1048,17.7325,18.4964,
15245,17.8906,17.1059,17.733,18.4959,
15246,17.8888,17.1082,17.7326,18.4999,
15247,17.8889,17.1078,17.7309,18.4983,
15248,17.8898,17.1087,17.7293,18.4981,
15249,17.887,17.1109,17.7296,18.5021,
15250,17.8858,17.1135,17.731,18.5074,
15251,17.8847,17.114,17.729,18.5083,
15252,17.8807,17.114,17.7286,18.5027,
15253,17.8815,17.1134,17.7271,18.5012,
15254,17.8814,17.1136,17.7272,18.5022,
15255,17.883,17.1107,17.7273,18.4999,
15256,17.8837,17.1115,17.727,18.4988,
15257,17.8836,17.1137,17.7288,18.5015,
15258,17.8831,17.1158,17.7289,18.5063,
15259,17.8836,17.1177,17.728,18.5051,
15260,17.8814,17.1177,17.7301,18.5,
15261,17.8797,17.1173,17.7303,18.5003,
15262,17.8794,17.1172,17.7321,18.5074,
15263,17.8807,17.1193,17.7309,18.5085,
15264,17.8784,17.1198,17.7314,18.5103,
15265,17.8733,17.1205,17.7317,18.5096,
15266,17.87,17.1223,17.7317,18.5052,
15267,17.8711,17.1214,17.7319,18.5041,
15268,17.8733,17.1196,17.7338,18.5039,
15269,17.8743,17.119,17.7339,18.5039,
15270,17.8741,17.1214,17.7345,18.5045,
15271,17.8722,17.123,17.7338,18.5047,
15272,17.8725,17.1236,17.7346,18.5028,
15273,17.8724,17.123,17.7338,18.5028,
15274,17.8732,17.1231,17.7325,18.5077,
15275,17.8714,17.1225,17.7338,18.5077,
15276,17.8715,17.1219,17.7329,18.5073,
15277,17.8731,17.121,17.7347,18.5072,
15278,17.873,17.1213,17.7343,18.5085,
15279,17.8732,17.1232,17.7348,18.5139,
15280,17.8715,17.124,17.7338,18.5171,
15281,17.8737,17.126,17.7329,18.517,
15282,17.874,17.1261,17.7335,18.5172,
15283,17.8727,17.1259,17.7349,18.5176,
15284,17.872,17.1269,17.7348,18.5169,
15285,17.8715,17.1263,17.7347,18.517,
15286,17.8724,17.1287,17.7363,18.5168,
15287,17.8698,17.129,17.7359,18.5158,
15288,17.8693,17.1288,17.7363,18.5157,
15289,17.8686,17.1288,17.7353,18.5155,
15290,17.8701,17.1297,17.7358,18.5151,
15291,17.8696,17.1308,17.7371,18.5155,
15292,17.8706,17.1307,17.7385,18.5174,
15293,17.8691,17.1287,17.7376,18.516,
15294,17.8694,17.1319,17.7375,18.5144,
15295,17.8698,17.1315,17.7374,18.5143,
15296,17.8713,17.1309,17.7372,18.5141,
15297,17.8698,17.1317,17.7373,18.5136,
15298,17.8694,17.1332,17.7392,18.5158,
15299,17.8695,17.1332,17.7406,18.5166,
15300,17.8688,17.1354,17.7407,18.5161,
15301,17.868,17.1351,17.7387,18.5174,
15302,17.8657,17.1372,17.7368,18.5191,
15303,17.8658,17.1373,17.7366,18.5189,
15304,17.8656,17.1408,17.7356,18.5203,
15305,17.8668,17.1406,17.7356,18.5207,
15306,17.8669,17.1416,17.7347,18.5216,
15307,17.8662,17.1406,17.7352,18.5215,
15308,17.8645,17.1479,17.7342,18.5232,
15309,17.8639,17.1484,17.7332,18.5232,
15310,17.8651,17.149,17.7342,18.5226,
15311,17.8636,17.151,17.734,18.5252,
15312,17.8638,17.1507,17.7333,18.5272,
15313,17.8615,17.1508,17.736,18.5278,
15314,17.8613,17.1505,17.7374,18.5268,
15315,17.8614,17.1504,17.7332,18.5283,
15316,17.8622,17.1504,17.7331,18.5285,
15317,17.8638,17.1498,17.7331,18.5279,
15318,17.8644,17.1491,17.7322,18.5298,
15319,17.8662,17.1494,17.733,18.5288,
15320,17.866,17.149,17.7293,18.5292,
15321,17.8655,17.1486,17.7293,18.5294,
15322,17.8649,17.1484,17.7266,18.5287,
15323,17.863,17.1479,17.7269,18.5302,
15324,17.8668,17.1471,17.7279,18.5317,
15325,17.8664,17.1484,17.7273,18.5332,
15326,17.8661,17.1485,17.728,18.5345,
15327,17.866,17.1512,17.7293,18.5357,
15328,17.8642,17.1513,17.7286,18.5346,
15329,17.8637,17.1513,17.7311,18.535,
15330,17.8652,17.1512,17.7311,18.534,
15331,17.8659,17.1512,17.7319,18.5336,
15332,17.868,17.1514,17.7319,18.5336,
15333,17.871,17.1499,17.7315,18.5321,
15334,17.8754,17.1526,17.7319,18.5336,
15335,17.8742,17.15,17.7311,18.5356,
15336,17.8719,17.1508,17.7298,18.537,
15337,17.8701,17.1517,17.7293,18.5353,
15338,17.8692,17.156,17.7293,18.5356,
15339,17.8695,17.1578,17.7288,18.5343,
15340,17.8704,17.1554,17.7268,18.534,
15341,17.8687,17.1548,17.7282,18.533,
15342,17.868,17.1552,17.7282,18.5337,
15343,17.8704,17.155,17.7288,18.5357,
15344,17.87,17.1557,17.7302,18.5361,
15345,17.8701,17.1559,17.7289,18.5396,
15346,17.8692,17.1566,17.7289,18.5417,
15347,17.8693,17.1564,17.7289,18.545,
15348,17.8692,17.1586,17.7296,18.5466,
15349,17.8692,17.1565,17.7298,18.5452,
15350,17.87,17.1605,17.7296,18.5448,
15351,17.869,17.1632,17.7269,18.5435,
15352,17.8695,17.1654,17.7265,18.5457,
15353,17.8702,17.1646,17.7281,18.5475,
15354,17.8694,17.1673,17.7299,18.5483,
15355,17.8671,17.1675,17.7301,18.5481,
15356,17.8666,17.1692,17.7292,18.5491,
15357,17.8676,17.1677,17.7279,18.5493,
15358,17.8649,17.1694,17.7297,18.5503,
15359,17.8627,17.1709,17.7259,18.55,
15360,17.8605,17.1752,17.7271,18.5502,
15361,17.8576,17.174,17.7264,18.5497,
15362,17.8571,17.1742,17.7253,18.5478,
15363,17.8594,17.177,17.7239,18.5481,
15364,17.8578,17.1846,17.7237,18.547,
15365,17.8601,17.1846,17.7233,18.5474,
15366,17.858,17.1834,17.7205,18.5461,
15367,17.8576,17.1884,17.7187,18.546,
15368,17.8571,17.1864,17.7196,18.5441,
15369,17.8556,17.1848,17.72,18.5452,
15370,17.8565,17.1857,17.7196,18.5489,
15371,17.8568,17.1864,17.7206,18.5499,
15372,17.8543,17.1938,17.7216,18.5502,
15373,17.854,17.1941,17.7214,18.5489,
15374,17.8514,17.1949,17.7207,18.549,
15375,17.8505,17.1956,17.7213,18.5491,
15376,17.8504,17.1973,17.7194,18.548,
15377,17.8507,17.1971,17.7172,18.5491,
15378,17.8487,17.1993,17.7178,18.5504,
15379,17.849,17.1993,17.7176,18.5519,
15380,17.8487,17.1998,17.7167,18.5522,
15381,17.8457,17.2059,17.7184,18.5541,
15382,17.8445,17.2057,17.7186,18.5525,
15383,17.8433,17.2067,17.717,18.5542,
15384,17.8432,17.2077,17.7168,18.5521,
15385,17.8466,17.2078,17.7147,18.5548,
15386,17.8474,17.2078,17.7149,18.556,
15387,17.849,17.2083,17.7196,18.557,
15388,17.8494,17.2081,17.7186,18.5562,
15389,17.8522,17.2086,17.7186,18.5572,
15390,17.8505,17.2074,17.7164,18.5561,
15391,17.8524,17.2069,17.7167,18.5565,
15392,17.854,17.2068,17.7166,18.5591,
15393,17.8531,17.2057,17.7135,18.5573,
15394,17.8501,17.2049,17.7124,18.5563,
15395,17.8514,17.2065,17.7118,18.559,
15396,17.8505,17.2056,17.7111,18.5625,
15397,17.8494,17.2055,17.7112,18.5647,
15398,17.8556,17.2047,17.7111,18.5659,
15399,17.8557,17.2045,17.7103,18.5662,
15400,17.8577,17.2042,17.7104,18.5645,
15401,17.8556,17.2034,17.7098,18.563,
15402,17.8541,17.2046,17.7076,18.5639,
15403,17.8544,17.2048,17.7073,18.5656,
15404,17.8528,17.2066,17.7072,18.5646,
15405,17.8523,17.2087,17.706,18.5632,
15406,17.8503,17.2092,17.7058,18.5628,
15407,17.8496,17.2096,17.7047,18.5626,
15408,17.8497,17.2111,17.7056,18.5624,
15409,17.8481,17.2126,17.7048,18.563,
15410,17.8484,17.2141,17.7027,18.5639,
15411,17.8486,17.2143,17.7074,18.564,
15412,17.8463,17.216,17.7052,18.5644,
15413,17.8484,17.2172,17.7051,18.5637,
15414,17.8509,17.2164,17.7054,18.5654,
15415,17.8515,17.2182,17.706,18.5642,
15416,17.8515,17.2186,17.7042,18.5636,
15417,17.8486,17.2205,17.7036,18.5669,
15418,17.8489,17.2208,17.7024,18.5674,
15419,17.8489,17.2213,17.7034,18.5666,
15420,17.8494,17.2215,17.7033,18.5693,
15421,17.8485,17.2219,17.704,18.5687,
15422,17.8519,17.222,17.7036,18.5673,
15423,17.8536,17.225,17.7013,18.5678,
15424,17.8565,17.2248,17.7021,18.5658,
15425,17.8569,17.2246,17.7017,18.5669,
15426,17.8633,17.2247,17.7015,18.5663,
15427,17.8644,17.2249,17.702,18.5664,
15428,17.8615,17.2279,17.7011,18.567,
15429,17.8659,17.2279,17.7009,18.5674,
15430,17.8628,17.2278,17.7008,18.5692,
15431,17.8664,17.2271,17.7001,18.5724,
15432,17.8645,17.2266,17.6983,18.5725,
15433,17.8681,17.2258,17.6981,18.5722,
15434,17.8687,17.2277,17.6973,18.5722,
15435,17.87,17.2285,17.6979,18.5726,
15436,17.8697,17.2268,17.6978,18.5729,
15437,17.8698,17.2248,17.6991,18.5725,
15438,17.8671,17.2277,17.6994,18.5721,
15439,17.8644,17.2289,17.6992,18.5721,
15440,17.8666,17.228,17.6987,18.5738,
15441,17.8727,17.2289,17.6998,18.5756,
15442,17.869,17.2293,17.7008,18.5773,
15443,17.8698,17.2267,17.7013,18.5763,
15444,17.8673,17.2266,17.7021,18.5767,
15445,17.8687,17.2272,17.7008,18.5765,
15446,17.8685,17.2251,17.701,18.5774,
15447,17.8665,17.2258,17.7009,18.5769,
15448,17.871,17.2265,17.7008,18.5749,
15449,17.8696,17.2265,17.6998,18.5746,
15450,17.8719,17.2263,17.6997,18.572,
15451,17.8752,17.2264,17.6991,18.5723,
15452,17.8755,17.2261,17.6982,18.5736,
15453,17.8797,17.2289,17.6977,18.5736,
15454,17.8797,17.2304,17.6974,18.5714,
15455,17.8762,17.2309,17.6978,18.5711,
15456,17.8777,17.2341,17.6976,18.5711,
15457,17.8752,17.234,17.6974,18.5735,
15458,17.8774,17.2376,17.6974,18.573,
15459,17.8789,17.2385,17.6952,18.5729,
15460,17.8798,17.2389,17.6944,18.5729,
15461,17.8797,17.2389,17.6934,18.5739,
15462,17.8817,17.2418,17.6934,18.5757,
15463,17.8866,17.2411,17.6927,18.5784,
15464,17.8856,17.2425,17.6939,18.5781,
15465,17.8891,17.2432,17.6926,18.5746,
15466,17.891,17.2444,17.6913,18.5714,
15467,17.8917,17.2453,17.6908,18.5733,
15468,17.8929,17.2427,17.6956,18.5733,
15469,17.892,17.2431,17.6956,18.5732,
15470,17.892,17.2431,17.6976,18.5754,
15471,17.8917,17.2429,17.6994,18.573,
15472,17.8917,17.2435,17.6995,18.5726,
15473,17.8922,17.2412,17.7005,18.5733,
15474,17.8922,17.243,17.7,18.5694,
15475,17.8923,17.2453,17.6983,18.5695,
15476,17.8919,17.2454,17.6982,18.5696,
15477,17.8924,17.2467,17.6958,18.5718,
15478,17.8932,17.2465,17.6944,18.5743,
15479,17.897,17.2485,17.6989,18.5727,
15480,17.8955,17.248,17.6988,18.5692,
15481,17.896,17.2484,17.6994,18.5699,
15482,17.8988,17.248,17.6996,18.5713,
15483,17.8984,17.2491,17.6986,18.5726,
15484,17.894,17.2493,17.6973,18.5754,
15485,17.8895,17.2496,17.698,18.5744,
15486,17.8896,17.2493,17.6991,18.5729,
15487,17.8906,17.2509,17.7001,18.5734,
15488,17.8896,17.2487,17.7004,18.5732,
15489,17.8909,17.2476,17.6996,18.5744,
15490,17.8915,17.2481,17.7001,18.5744,
15491,17.8889,17.2498,17.6979,18.5752,
15492,17.8886,17.2498,17.6998,18.5734,
15493,17.8891,17.2503,17.6999,18.5736,
15494,17.8892,17.2509,17.6999,18.5765,
15495,17.8885,17.2526,17.6991,18.5794,
15496,17.8878,17.2538,17.7005,18.5814,
15497,17.8838,17.2535,17.6977,18.5807,
15498,17.8848,17.2553,17.6959,18.5806,
15499,17.8913,17.2548,17.692,18.5812,
15500,17.8895,17.2559,17.6925,18.5798,
15501,17.8872,17.2581,17.6942,18.5808,
15502,17.886,17.2562,17.695,18.579,
15503,17.8857,17.2537,17.6931,18.5792,
15504,17.8853,17.255,17.6908,18.5739,
15505,17.8858,17.2534,17.688,18.574,
